timestamp,cpu_percent,memory_percent,latency_ms,error_rate,requests_per_second,active_pods,label
2026-01-23T01:37:39.438205,54.41,20.73,85.4,0.001,579,24,normal
2026-01-23T01:37:44.438205,68.92,19.48,86.72,0.001,575,24,normal
2026-01-23T01:37:49.438205,65.42,21.98,79.73,0.001,603,24,normal
2026-01-23T01:37:54.438205,69.98,18.25,94.05,0.001,740,24,normal
2026-01-23T01:37:59.438205,59.23,21.12,73.82,0.001,527,24,normal
2026-01-23T01:38:04.438205,70.25,21.66,76.26,0.001,778,24,normal
2026-01-23T01:38:09.438205,65.05,21.44,68.63,0.001,568,24,normal
2026-01-23T01:38:14.438205,70.03,19.83,61.88,0.001,697,24,normal
2026-01-23T01:38:19.438205,77.12,20.2,63.88,0.001,649,24,normal
2026-01-23T01:38:24.438205,70.47,20.6,80.7,0.001,705,25,normal
2026-01-23T01:38:29.438205,70.28,21.76,92.02,0.001,614,25,normal
2026-01-23T01:38:34.438205,65.49,21.61,75.69,0.001,686,25,normal
2026-01-23T01:38:39.438205,70.68,20.18,75.9,0.001,692,25,normal
2026-01-23T01:38:44.438205,58.51,21.5,67.94,0.001,753,25,normal
2026-01-23T01:38:49.438205,70.78,21.17,95.35,0.001,761,25,normal
2026-01-23T01:38:54.438205,71.69,19.56,37.74,0.001,1021,25,normal
2026-01-23T01:38:59.438205,56.6,20.84,44.98,0.001,707,25,normal
2026-01-23T01:39:04.438205,49.65,21.09,56.15,0.001,605,25,normal
2026-01-23T01:39:09.438205,54.62,20.18,45.78,0.001,659,25,normal
2026-01-23T01:39:14.438205,57.7,17.97,40.16,0.001,741,25,normal
2026-01-23T01:39:19.438205,47.12,20.02,32.59,0.001,712,25,normal
2026-01-23T01:39:24.438205,49.6,20.52,56.28,0.001,660,25,normal
2026-01-23T01:39:29.438205,55.24,19.34,61.01,0.001,761,25,normal
2026-01-23T01:39:34.438205,56.35,19.45,52.28,0.001,844,25,normal
2026-01-23T01:39:39.438205,36.64,20.62,43.41,0.001,605,25,normal
2026-01-23T01:39:44.438205,53.28,21.43,36.1,0.001,730,24,normal
2026-01-23T01:39:49.438205,50.59,20.15,54.19,0.001,723,24,normal
2026-01-23T01:39:54.438205,49.16,20.84,51.71,0.001,653,24,normal
2026-01-23T01:39:59.438205,41.83,21.68,45.26,0.001,601,24,normal
2026-01-23T01:40:04.438205,54.08,19.61,46.69,0.001,701,24,normal
2026-01-23T01:40:09.438205,30.73,19.71,53.01,0.001,448,24,normal
2026-01-23T01:40:14.438205,39.05,21.79,44.7,0.001,442,23,normal
2026-01-23T01:40:19.438205,61.79,19.66,36.26,0.001,644,22,normal
2026-01-23T01:40:24.438205,44.43,20.9,49.81,0.001,634,22,normal
2026-01-23T01:40:29.438205,49.14,19.4,39.0,0.001,699,22,normal
2026-01-23T01:40:34.438205,42.63,21.6,40.25,0.001,615,22,normal
2026-01-23T01:40:39.438205,55.87,22.76,40.08,0.001,720,22,normal
2026-01-23T01:40:44.438205,45.86,20.53,44.59,0.001,619,22,normal
2026-01-23T01:40:49.438205,42.25,20.42,39.37,0.001,655,22,normal
2026-01-23T01:40:54.438205,61.59,20.67,50.86,0.001,746,22,normal
2026-01-23T01:40:59.438205,58.65,20.86,40.58,0.001,697,22,normal
2026-01-23T01:41:04.438205,55.34,20.98,42.11,0.001,768,22,normal
2026-01-23T01:41:09.438205,56.39,18.77,60.5,0.001,722,22,normal
2026-01-23T01:41:14.438205,51.51,22.1,59.55,0.001,730,22,normal
2026-01-23T01:41:19.438205,37.09,18.95,53.32,0.001,495,22,normal
2026-01-23T01:41:24.438205,54.72,20.81,33.43,0.001,776,21,normal
2026-01-23T01:41:29.438205,53.68,20.07,41.23,0.001,632,21,normal
2026-01-23T01:41:34.438205,49.16,20.44,39.06,0.001,750,21,normal
2026-01-23T01:41:39.438205,50.78,20.87,34.86,0.001,738,21,normal
2026-01-23T01:41:44.438205,53.45,20.6,52.68,0.001,571,21,normal
2026-01-23T01:41:49.438205,55.46,19.88,36.43,0.001,659,21,normal
2026-01-23T01:41:54.438205,56.64,19.23,68.75,0.001,571,21,normal
2026-01-23T01:41:59.438205,52.24,20.88,43.95,0.001,747,21,normal
2026-01-23T01:42:04.438205,50.92,20.35,39.0,0.001,700,21,normal
2026-01-23T01:42:09.438205,65.01,19.04,45.12,0.001,697,21,normal
2026-01-23T01:42:14.438205,70.13,20.66,94.02,0.001,935,21,normal
2026-01-23T01:42:19.438205,58.68,20.94,51.54,0.001,755,21,normal
2026-01-23T01:42:24.438205,45.75,19.48,48.79,0.001,621,21,normal
2026-01-23T01:42:29.438205,59.31,20.25,52.29,0.001,618,21,normal
2026-01-23T01:42:34.438205,61.24,20.64,47.17,0.001,766,21,normal
2026-01-23T01:42:39.438205,63.09,18.87,61.24,0.001,799,21,normal
2026-01-23T01:42:44.438205,70.45,21.21,30.8,0.001,844,21,normal
2026-01-23T01:42:49.438205,58.1,21.24,41.39,0.001,839,21,normal
2026-01-23T01:42:54.438205,42.47,20.26,30.82,0.001,480,21,normal
2026-01-23T01:42:59.438205,58.74,19.69,70.67,0.001,721,21,normal
2026-01-23T01:43:04.438205,62.76,20.26,29.13,0.001,800,21,normal
2026-01-23T01:43:09.438205,48.13,19.79,25.01,0.001,668,21,normal
2026-01-23T01:43:14.438205,64.4,19.73,36.92,0.001,694,21,normal
2026-01-23T01:43:19.438205,58.03,18.93,62.74,0.001,737,21,normal
2026-01-23T01:43:24.438205,59.02,20.3,42.89,0.001,683,21,normal
2026-01-23T01:43:29.438205,47.77,18.66,44.32,0.001,652,21,normal
2026-01-23T01:43:34.438205,49.21,18.77,66.88,0.001,654,21,normal
2026-01-23T01:43:39.438205,67.55,21.03,41.82,0.001,740,21,normal
2026-01-23T01:43:44.438205,54.56,19.59,53.79,0.001,534,21,normal
2026-01-23T01:43:49.438205,66.66,20.61,56.36,0.001,778,21,normal
2026-01-23T01:43:54.438205,53.01,20.45,24.4,0.001,663,21,normal
2026-01-23T01:43:59.438205,58.23,20.69,35.93,0.001,719,21,normal
2026-01-23T01:44:04.438205,60.05,20.64,52.86,0.001,838,21,normal
2026-01-23T01:44:09.438205,50.33,19.16,65.11,0.001,552,21,normal
2026-01-23T01:44:14.438205,70.97,18.6,49.11,0.001,904,21,normal
2026-01-23T01:44:19.438205,75.74,20.88,39.26,0.001,792,21,normal
2026-01-23T01:44:24.438205,44.18,20.59,43.54,0.001,650,22,normal
2026-01-23T01:44:29.438205,60.06,21.1,62.41,0.001,731,22,normal
2026-01-23T01:44:34.438205,42.76,20.94,47.58,0.001,568,22,normal
2026-01-23T01:44:39.438205,49.15,20.57,68.86,0.001,613,22,normal
2026-01-23T01:44:44.438205,45.88,20.61,40.09,0.001,663,22,normal
2026-01-23T01:44:49.438205,64.3,17.53,57.45,0.001,676,22,normal
2026-01-23T01:44:54.438205,39.22,18.72,46.86,0.001,458,22,normal
2026-01-23T01:44:59.438205,48.65,19.41,48.38,0.001,606,21,normal
2026-01-23T01:45:04.438205,45.97,18.19,42.44,0.001,558,21,normal
2026-01-23T01:45:09.438205,68.55,20.65,41.2,0.001,737,21,normal
2026-01-23T01:45:14.438205,57.68,21.68,45.32,0.001,587,21,normal
2026-01-23T01:45:19.438205,52.7,19.78,41.61,0.001,639,21,normal
2026-01-23T01:45:24.438205,38.36,19.56,49.02,0.001,384,21,normal
2026-01-23T01:45:29.438205,60.58,19.19,53.56,0.001,655,20,normal
2026-01-23T01:45:34.438205,65.15,19.94,44.62,0.001,798,20,normal
2026-01-23T01:45:39.438205,58.94,21.53,36.46,0.001,644,20,normal
2026-01-23T01:45:44.438205,70.61,20.14,40.24,0.001,831,20,normal
2026-01-23T01:45:49.438205,37.34,21.05,41.62,0.001,422,20,normal
2026-01-23T01:45:54.438205,61.99,20.79,47.49,0.001,649,19,normal
2026-01-23T01:45:59.438205,69.74,20.28,64.64,0.001,831,19,normal
2026-01-23T01:46:04.438205,48.26,21.9,33.7,0.001,590,19,normal
2026-01-23T01:46:09.438205,59.62,20.76,46.18,0.001,698,19,normal
2026-01-23T01:46:14.438205,83.23,20.13,178.44,0.001,937,19,normal
2026-01-23T01:46:19.438205,48.31,19.77,37.5,0.001,658,20,normal
2026-01-23T01:46:24.438205,56.22,19.51,43.78,0.001,626,20,normal
2026-01-23T01:46:29.438205,67.49,20.21,52.99,0.001,766,20,normal
2026-01-23T01:46:34.438205,57.8,21.12,49.89,0.001,711,20,normal
2026-01-23T01:46:39.438205,52.16,21.81,54.11,0.001,752,20,normal
2026-01-23T01:46:44.438205,47.11,19.6,36.59,0.001,473,20,normal
2026-01-23T01:46:49.438205,49.56,21.76,56.42,0.001,660,20,normal
2026-01-23T01:46:54.438205,55.35,20.98,44.97,0.001,701,20,normal
2026-01-23T01:46:59.438205,68.01,20.65,50.41,0.001,720,20,normal
2026-01-23T01:47:04.438205,57.96,19.61,42.13,0.001,668,20,normal
2026-01-23T01:47:09.438205,60.88,20.5,36.25,0.001,632,20,normal
2026-01-23T01:47:14.438205,62.54,20.67,60.21,0.001,689,20,normal
2026-01-23T01:47:19.438205,58.16,21.46,34.67,0.001,622,20,normal
2026-01-23T01:47:24.438205,67.06,19.73,43.63,0.001,604,20,normal
2026-01-23T01:47:29.438205,56.43,19.46,62.32,0.001,737,20,normal
2026-01-23T01:47:34.438205,61.8,20.44,46.98,0.001,649,20,normal
2026-01-23T01:47:39.438205,57.11,21.37,43.97,0.001,741,20,normal
2026-01-23T01:47:44.438205,57.1,17.35,33.29,0.001,641,20,normal
2026-01-23T01:47:49.438205,52.44,20.03,47.42,0.001,741,20,normal
2026-01-23T01:47:54.438205,50.02,19.67,47.97,0.001,687,20,normal
2026-01-23T01:47:59.438205,43.29,20.85,28.02,0.001,518,20,normal
2026-01-23T01:48:04.438205,73.63,20.73,49.42,0.001,840,20,normal
2026-01-23T01:48:09.438205,35.93,20.78,50.57,0.001,441,20,normal
2026-01-23T01:48:14.438205,65.14,21.02,33.16,0.001,687,19,normal
2026-01-23T01:48:19.438205,47.91,21.38,47.6,0.001,610,19,normal
2026-01-23T01:48:24.438205,61.87,19.41,32.31,0.001,663,19,normal
2026-01-23T01:48:29.438205,46.18,20.72,33.8,0.001,496,19,normal
2026-01-23T01:48:34.438205,59.85,21.22,47.06,0.001,746,19,normal
2026-01-23T01:48:39.438205,59.2,19.49,47.88,0.001,703,19,normal
2026-01-23T01:48:44.438205,65.29,17.92,55.38,0.001,799,19,normal
2026-01-23T01:48:49.438205,55.06,19.48,46.48,0.001,663,19,normal
2026-01-23T01:48:54.438205,64.37,20.73,48.28,0.001,685,19,normal
2026-01-23T01:48:59.438205,50.73,21.25,40.02,0.001,553,19,normal
2026-01-23T01:49:04.438205,69.02,19.9,61.21,0.001,651,19,normal
2026-01-23T01:49:09.438205,59.56,21.85,34.17,0.001,689,19,normal
2026-01-23T01:49:14.438205,59.13,18.91,43.63,0.001,804,19,normal
2026-01-23T01:49:19.438205,52.82,21.98,55.36,0.001,550,19,normal
2026-01-23T01:49:24.438205,72.31,21.51,52.07,0.001,710,19,normal
2026-01-23T01:49:29.438205,79.06,21.94,31.19,0.001,731,19,normal
2026-01-23T01:49:34.438205,57.16,21.47,48.05,0.001,574,20,normal
2026-01-23T01:49:39.438205,61.01,16.77,40.68,0.001,661,20,normal
2026-01-23T01:49:44.438205,53.15,19.41,47.55,0.001,603,20,normal
2026-01-23T01:49:49.438205,51.24,19.4,45.07,0.001,599,20,normal
2026-01-23T01:49:54.438205,64.96,18.73,34.23,0.001,649,20,normal
2026-01-23T01:49:59.438205,54.83,18.83,62.15,0.001,788,20,normal
2026-01-23T01:50:04.438205,57.9,19.94,38.84,0.001,703,20,normal
2026-01-23T01:50:09.438205,60.57,19.78,36.33,0.001,711,20,normal
2026-01-23T01:50:14.438205,49.66,21.7,34.73,0.001,631,20,normal
2026-01-23T01:50:19.438205,68.04,21.14,40.95,0.001,728,20,normal
2026-01-23T01:50:24.438205,62.85,20.39,46.25,0.001,656,20,normal
2026-01-23T01:50:29.438205,58.27,20.37,41.75,0.001,809,20,normal
2026-01-23T01:50:34.438205,44.48,19.95,50.15,0.001,515,20,normal
2026-01-23T01:50:39.438205,51.28,23.48,48.64,0.001,495,20,normal
2026-01-23T01:50:44.438205,54.91,20.83,51.29,0.001,732,20,normal
2026-01-23T01:50:49.438205,58.26,19.64,58.86,0.001,621,20,normal
2026-01-23T01:50:54.438205,51.11,18.68,43.85,0.001,669,20,normal
2026-01-23T01:50:59.438205,55.26,20.75,41.88,0.001,591,20,normal
2026-01-23T01:51:04.438205,59.59,20.61,41.21,0.001,686,20,normal
2026-01-23T01:51:09.438205,38.37,17.75,24.04,0.001,456,20,normal
2026-01-23T01:51:14.438205,69.0,19.37,54.4,0.001,704,19,normal
2026-01-23T01:51:19.438205,57.36,20.94,45.83,0.001,712,19,normal
2026-01-23T01:51:24.438205,56.64,19.46,58.64,0.001,660,19,normal
2026-01-23T01:51:29.438205,52.42,19.53,37.87,0.001,698,19,normal
2026-01-23T01:51:34.438205,70.39,20.1,39.62,0.001,750,19,normal
2026-01-23T01:51:39.438205,54.26,18.64,54.88,0.001,682,19,normal
2026-01-23T01:51:44.438205,65.81,19.38,53.13,0.001,777,19,normal
2026-01-23T01:51:49.438205,60.17,22.07,45.54,0.001,775,19,normal
2026-01-23T01:51:54.438205,52.13,21.0,50.0,0.001,701,19,normal
2026-01-23T01:51:59.438205,41.6,20.47,39.79,0.001,465,19,normal
2026-01-23T01:52:04.438205,57.91,20.11,56.69,0.001,623,19,normal
2026-01-23T01:52:09.438205,60.35,20.76,40.96,0.001,735,19,normal
2026-01-23T01:52:14.438205,78.61,20.06,104.39,0.001,906,19,normal
2026-01-23T01:52:19.438205,64.59,21.14,30.03,0.001,706,20,normal
2026-01-23T01:52:24.438205,45.87,19.85,47.74,0.001,718,20,normal
2026-01-23T01:52:29.438205,54.4,19.57,62.98,0.001,578,20,normal
2026-01-23T01:52:34.438205,57.5,20.18,48.12,0.001,753,20,normal
2026-01-23T01:52:39.438205,77.91,22.42,54.58,0.001,857,20,normal
2026-01-23T01:52:44.438205,50.12,20.16,51.99,0.001,608,21,normal
2026-01-23T01:52:49.438205,42.93,21.15,31.94,0.001,489,21,normal
2026-01-23T01:52:54.438205,50.3,20.97,42.17,0.001,591,21,normal
2026-01-23T01:52:59.438205,49.86,19.55,39.1,0.001,648,21,normal
2026-01-23T01:53:04.438205,54.82,17.76,46.44,0.001,732,21,normal
2026-01-23T01:53:09.438205,69.32,20.57,39.05,0.001,736,21,normal
2026-01-23T01:53:14.438205,52.91,19.01,49.27,0.001,596,21,normal
2026-01-23T01:53:19.438205,49.78,20.25,42.14,0.001,620,21,normal
2026-01-23T01:53:24.438205,53.69,18.39,50.66,0.001,685,21,normal
2026-01-23T01:53:29.438205,50.89,21.31,34.05,0.001,636,21,normal
2026-01-23T01:53:34.438205,56.77,21.24,52.24,0.001,665,21,normal
2026-01-23T01:53:39.438205,47.88,19.92,38.32,0.001,645,21,normal
2026-01-23T01:53:44.438205,61.93,20.5,34.28,0.001,807,21,normal
2026-01-23T01:53:49.438205,58.14,20.57,54.68,0.001,664,21,normal
2026-01-23T01:53:54.438205,45.44,20.32,46.54,0.001,474,21,normal
2026-01-23T01:53:59.438205,47.81,20.11,46.04,0.001,665,21,normal
2026-01-23T01:54:04.438205,55.45,20.46,43.61,0.001,666,21,normal
2026-01-23T01:54:09.438205,62.61,20.06,27.17,0.001,677,21,normal
2026-01-23T01:54:14.438205,47.42,20.5,45.39,0.001,688,21,normal
2026-01-23T01:54:19.438205,46.13,19.72,39.68,0.001,572,21,normal
2026-01-23T01:54:24.438205,61.7,19.22,33.17,0.001,770,21,normal
2026-01-23T01:54:29.438205,47.32,19.83,53.16,0.001,561,21,normal
2026-01-23T01:54:34.438205,56.65,20.02,39.24,0.001,662,21,normal
2026-01-23T01:54:39.438205,65.99,19.8,42.52,0.001,769,21,normal
2026-01-23T01:54:44.438205,51.81,20.85,38.23,0.001,568,21,normal
2026-01-23T01:54:49.438205,55.38,20.26,26.12,0.001,634,21,normal
2026-01-23T01:54:54.438205,51.02,19.15,53.79,0.001,607,21,normal
2026-01-23T01:54:59.438205,48.78,18.41,48.97,0.001,603,21,normal
2026-01-23T01:55:04.438205,39.04,22.29,42.17,0.001,622,21,normal
2026-01-23T01:55:09.438205,49.41,19.7,40.6,0.001,667,20,normal
2026-01-23T01:55:14.438205,60.94,20.24,65.39,0.001,741,20,normal
2026-01-23T01:55:19.438205,56.48,19.81,41.6,0.001,666,20,normal
2026-01-23T01:55:24.438205,64.05,20.11,35.13,0.001,710,20,normal
2026-01-23T01:55:29.438205,68.15,20.94,52.33,0.001,673,20,normal
2026-01-23T01:55:34.438205,66.74,19.94,36.97,0.001,812,20,normal
2026-01-23T01:55:39.438205,46.84,18.56,54.92,0.001,639,20,normal
2026-01-23T01:55:44.438205,42.65,19.75,62.4,0.001,484,20,normal
2026-01-23T01:55:49.438205,61.59,19.41,35.73,0.001,689,20,normal
2026-01-23T01:55:54.438205,68.75,19.44,48.16,0.001,729,20,normal
2026-01-23T01:55:59.438205,52.09,19.62,40.09,0.001,738,20,normal
2026-01-23T01:56:04.438205,64.74,19.12,58.51,0.001,713,20,normal
2026-01-23T01:56:09.438205,50.11,21.94,40.64,0.001,627,20,normal
2026-01-23T01:56:14.438205,48.95,21.96,24.3,0.001,545,20,normal
2026-01-23T01:56:19.438205,50.37,20.23,42.63,0.001,690,20,normal
2026-01-23T01:56:24.438205,43.53,20.18,36.64,0.001,610,20,normal
2026-01-23T01:56:29.438205,57.93,21.95,45.31,0.001,588,20,normal
2026-01-23T01:56:34.438205,72.39,20.2,16.78,0.001,707,20,normal
2026-01-23T01:56:39.438205,49.46,22.03,33.51,0.001,563,20,normal
2026-01-23T01:56:44.438205,61.25,21.7,44.63,0.001,685,20,normal
2026-01-23T01:56:49.438205,49.32,18.73,60.15,0.001,512,20,normal
2026-01-23T01:56:54.438205,67.09,20.1,40.08,0.001,720,20,normal
2026-01-23T01:56:59.438205,48.46,19.11,51.68,0.001,660,20,normal
2026-01-23T01:57:04.438205,71.91,19.82,46.85,0.001,754,20,normal
2026-01-23T01:57:09.438205,44.25,21.06,58.14,0.001,678,20,normal
2026-01-23T01:57:14.438205,60.87,20.56,43.13,0.001,618,20,normal
2026-01-23T01:57:19.438205,58.42,20.14,32.2,0.001,630,20,normal
2026-01-23T01:57:24.438205,52.88,20.43,51.51,0.001,629,20,normal
2026-01-23T01:57:29.438205,45.14,21.49,28.73,0.001,571,20,normal
2026-01-23T01:57:34.438205,36.69,20.04,49.16,0.001,413,20,normal
2026-01-23T01:57:39.438205,46.65,20.87,30.94,0.001,480,19,normal
2026-01-23T01:57:44.438205,51.65,20.22,43.87,0.001,668,19,normal
2026-01-23T01:57:49.438205,80.04,20.85,34.74,0.001,825,19,normal
2026-01-23T01:57:54.438205,54.01,21.64,39.13,0.001,715,20,normal
2026-01-23T01:57:59.438205,44.52,20.77,39.29,0.001,438,20,normal
2026-01-23T01:58:04.438205,41.73,20.09,46.83,0.001,511,20,normal
2026-01-23T01:58:09.438205,30.69,19.27,45.42,0.001,319,20,normal
2026-01-23T01:58:14.438205,52.29,20.9,42.58,0.001,555,19,normal
2026-01-23T01:58:19.438205,49.25,21.45,51.42,0.001,520,19,normal
2026-01-23T01:58:24.438205,55.42,19.21,34.71,0.001,704,19,normal
2026-01-23T01:58:29.438205,58.76,20.17,45.33,0.001,671,19,normal
2026-01-23T01:58:34.438205,63.27,19.58,37.62,0.001,651,19,normal
2026-01-23T01:58:39.438205,46.89,20.25,59.29,0.001,482,19,normal
2026-01-23T01:58:44.438205,77.91,20.65,49.65,0.001,813,19,normal
2026-01-23T01:58:49.438205,64.41,19.55,29.25,0.001,750,20,normal
2026-01-23T01:58:54.438205,59.56,20.28,35.32,0.001,708,20,normal
2026-01-23T01:58:59.438205,44.51,20.81,28.62,0.001,531,20,normal
2026-01-23T01:59:04.438205,50.06,20.84,28.11,0.001,716,20,normal
2026-01-23T01:59:09.438205,56.49,19.03,49.9,0.001,564,20,normal
2026-01-23T01:59:14.438205,42.2,21.8,48.73,0.001,446,20,normal
2026-01-23T01:59:19.438205,60.63,21.11,50.6,0.001,669,20,normal
2026-01-23T01:59:24.438205,51.64,18.6,47.0,0.001,663,20,normal
2026-01-23T01:59:29.438205,54.63,21.4,43.54,0.001,623,20,normal
2026-01-23T01:59:34.438205,48.9,19.79,55.86,0.001,619,20,normal
2026-01-23T01:59:39.438205,49.22,20.7,54.03,0.001,623,20,normal
2026-01-23T01:59:44.438205,47.95,21.01,46.57,0.001,599,20,normal
2026-01-23T01:59:49.438205,70.26,20.92,47.04,0.001,684,20,normal
2026-01-23T01:59:54.438205,56.54,19.15,30.34,0.001,562,20,normal
2026-01-23T01:59:59.438205,61.15,20.99,42.24,0.001,692,20,normal
2026-01-23T02:00:04.438205,57.14,20.28,35.49,0.001,720,20,normal
2026-01-23T02:00:09.438205,59.5,19.69,49.27,0.001,625,20,normal
2026-01-23T02:00:14.438205,50.82,18.94,39.67,0.001,577,20,normal
2026-01-23T02:00:19.438205,43.88,21.71,55.0,0.001,523,20,normal
2026-01-23T02:00:24.438205,59.43,20.66,39.38,0.001,672,20,normal
2026-01-23T02:00:29.438205,52.29,19.85,46.99,0.001,613,20,normal
2026-01-23T02:00:34.438205,43.05,18.97,54.48,0.001,581,20,normal
2026-01-23T02:00:39.438205,53.52,22.79,33.1,0.001,574,20,normal
2026-01-23T02:00:44.438205,52.82,19.53,45.05,0.001,627,20,normal
2026-01-23T02:00:49.438205,47.26,21.37,37.23,0.001,551,20,normal
2026-01-23T02:00:54.438205,44.4,19.98,46.36,0.001,473,20,normal
2026-01-23T02:00:59.438205,40.97,17.54,42.9,0.001,529,20,normal
2026-01-23T02:01:04.438205,39.6,21.37,51.11,0.001,532,20,normal
2026-01-23T02:01:09.438205,46.22,20.27,47.27,0.001,541,19,normal
2026-01-23T02:01:14.438205,51.39,19.72,35.34,0.001,502,19,normal
2026-01-23T02:01:19.438205,65.21,19.69,47.49,0.001,682,19,normal
2026-01-23T02:01:24.438205,46.27,19.64,29.1,0.001,493,19,normal
2026-01-23T02:01:29.438205,71.34,19.41,42.4,0.001,683,19,normal
